source,series,ticker,event_ticker,title,yes_bid,yes_ask,last_price,volume,open_interest,close_time,status,scraped_at
Kalshi,KXPGATOP10,KXPGATOP10-TOC26-XSCH,KXPGATOP10-TOC26,Xander Schauffele finishes top 10,0.5700,0.5800,0.5800,5036.73,4908.82,2026-09-27T00:00:00Z,active,2026-08-26T10:59:40.820789+00:00
Kalshi,KXPGATOP10,KXPGATOP10-TOC26-WKIM,KXPGATOP10-TOC26,Si Woo Kim finishes top 10,0.4100,0.4300,0.4200,2415.96,2406.96,2026-09-27T00:00:00Z,active,2026-08-26T10:59:40.820809+00:00
Kalshi,KXPGATOP10,KXPGATOP10-TOC26-WCLA,KXPGATOP10-TOC26,Wyndham Clark finishes top 10,0.4200,0.4300,0.4300,19089.59,19053.59,2026-09-27T00:00:00Z,active,2026-08-26T10:59:40.820813+00:00
Kalshi,KXPGATOP10,KXPGATOP10-TOC26-VHOV,KXPGATOP10-TOC26,Viktor Hovland finishes top 10,0.4100,0.4200,0.4200,2655.34,2641.34,2026-09-27T00:00:00Z,active,2026-08-26T10:59:40.820816+00:00
Kalshi,KXPGATOP10,KXPGATOP10-TOC26-TKIM,KXPGATOP10-TOC26,Tom Kim finishes top 10,0.2800,0.3000,0.3000,3188.89,3155.89,2026-09-27T00:00:00Z,active,2026-08-26T10:59:40.820819+00:00
Kalshi,KXPGATOP10,KXPGATOP10-TOC26-TFLE,KXPGATOP10-TOC26,Tommy Fleetwood finishes top 10,0.4500,0.4600,0.4600,3036.55,2937.40,2026-09-27T00:00:00Z,active,2026-08-26T10:59:40.820822+00:00
Kalshi,KXPGATOP10,KXPGATOP10-TOC26-SSCH,KXPGATOP10-TOC26,Scottie Scheffler finishes top 10,0.7600,0.7700,0.7600,11122.79,11026.83,2026-09-27T00:00:00Z,active,2026-08-26T10:59:40.820825+00:00
Kalshi,KXPGATOP10,KXPGATOP10-TOC26-SBUR,KXPGATOP10-TOC26,Sam Burns finishes top 10,0.4400,0.4500,0.4600,9415.22,9414.22,2026-09-27T00:00:00Z,active,2026-08-26T10:59:40.820827+00:00
Kalshi,KXPGATOP10,KXPGATOP10-TOC26-RMCI,KXPGATOP10-TOC26,Rory McIlroy finishes top 10,0.5800,0.5900,0.5900,6104.03,6081.72,2026-09-27T00:00:00Z,active,2026-08-26T10:59:40.820830+00:00
Kalshi,KXPGATOP10,KXPGATOP10-TOC26-RMAC,KXPGATOP10-TOC26,Robert MacIntyre finishes top 10,0.2900,0.3000,0.3000,1526.30,1326.30,2026-09-27T00:00:00Z,active,2026-08-26T10:59:40.820833+00:00
Kalshi,KXPGATOP10,KXPGATOP10-TOC26-RHEN,KXPGATOP10-TOC26,Russell Henley finishes top 10,0.3700,0.3800,0.3800,16332.57,16020.72,2026-09-27T00:00:00Z,active,2026-08-26T10:59:40.820836+00:00
Kalshi,KXPGATOP10,KXPGATOP10-TOC26-RGER,KXPGATOP10-TOC26,Ryan Gerard finishes top 10,0.3000,0.3100,0.3100,5611.07,5603.07,2026-09-27T00:00:00Z,active,2026-08-26T10:59:40.820839+00:00
Kalshi,KXPGATOP10,KXPGATOP10-TOC26-RFOX,KXPGATOP10-TOC26,Ryan Fox finishes top 10,0.1300,0.1400,0.1400,8609.38,7873.38,2026-09-27T00:00:00Z,active,2026-08-26T10:59:40.820843+00:00
Kalshi,KXPGATOP10,KXPGATOP10-TOC26-PCAN,KXPGATOP10-TOC26,Patrick Cantlay finishes top 10,0.4900,0.5000,0.5000,16475.11,15886.77,2026-09-27T00:00:00Z,active,2026-08-26T10:59:40.820851+00:00
Kalshi,KXPGATOP10,KXPGATOP10-TOC26-MLEE,KXPGATOP10-TOC26,Min Woo Lee finishes top 10,0.2500,0.2600,0.2600,708.67,562.97,2026-09-27T00:00:00Z,active,2026-08-26T10:59:40.820853+00:00
Kalshi,KXPGATOP10,KXPGATOP10-TOC26-MFIT,KXPGATOP10-TOC26,Matt Fitzpatrick finishes top 10,0.4100,0.4200,0.4200,3775.34,3775.34,2026-09-27T00:00:00Z,active,2026-08-26T10:59:40.820856+00:00
Kalshi,KXPGATOP10,KXPGATOP10-TOC26-LABE,KXPGATOP10-TOC26,Ludvig Aberg finishes top 10,0.4300,0.4500,0.4500,10258.70,9234.22,2026-09-27T00:00:00Z,active,2026-08-26T10:59:40.820859+00:00
Kalshi,KXPGATOP10,KXPGATOP10-TOC26-KREI,KXPGATOP10-TOC26,Kristoffer Reitan finishes top 10,0.2100,0.2200,0.2100,899.00,799.00,2026-09-27T00:00:00Z,active,2026-08-26T10:59:40.820861+00:00
Kalshi,KXPGATOP10,KXPGATOP10-TOC26-JSPA,KXPGATOP10-TOC26,J.J. Spaun finishes top 10,0.2500,0.2800,0.2800,1477.00,1461.00,2026-09-27T00:00:00Z,active,2026-08-26T10:59:40.820865+00:00
Kalshi,KXPGATOP10,KXPGATOP10-TOC26-JROS,KXPGATOP10-TOC26,Justin Rose finishes top 10,0.2800,0.2900,0.2800,316.00,316.00,2026-09-27T00:00:00Z,active,2026-08-26T10:59:40.820868+00:00
