source,series,ticker,event_ticker,title,yes_bid,yes_ask,last_price,volume,open_interest,close_time,status,scraped_at
Kalshi,KXPGAR2LEAD,KXPGAR2LEAD-TOC26-XSCH,KXPGAR2LEAD-TOC26,Xander Schauffele leads at the end of Round 2,0.0500,0.0700,0.0700,536.41,536.41,2026-09-13T00:00:00Z,active,2026-08-25T05:02:04.290419+00:00
Kalshi,KXPGAR2LEAD,KXPGAR2LEAD-TOC26-WKIM,KXPGAR2LEAD-TOC26,Si Woo Kim leads at the end of Round 2,0.0000,0.0700,0.0700,40.00,40.00,2026-09-13T00:00:00Z,active,2026-08-25T05:02:04.290434+00:00
Kalshi,KXPGAR2LEAD,KXPGAR2LEAD-TOC26-WCLA,KXPGAR2LEAD-TOC26,Wyndham Clark leads at the end of Round 2,0.0200,0.0300,0.0300,222.00,222.00,2026-09-13T00:00:00Z,active,2026-08-25T05:02:04.290437+00:00
Kalshi,KXPGAR2LEAD,KXPGAR2LEAD-TOC26-VHOV,KXPGAR2LEAD-TOC26,Viktor Hovland leads at the end of Round 2,0.0000,0.0500,0.0500,53.00,53.00,2026-09-13T00:00:00Z,active,2026-08-25T05:02:04.290440+00:00
Kalshi,KXPGAR2LEAD,KXPGAR2LEAD-TOC26-TKIM,KXPGAR2LEAD-TOC26,Tom Kim leads at the end of Round 2,0.0000,0.0200,0.0200,96.00,96.00,2026-09-13T00:00:00Z,active,2026-08-25T05:02:04.290442+00:00
Kalshi,KXPGAR2LEAD,KXPGAR2LEAD-TOC26-TFLE,KXPGAR2LEAD-TOC26,Tommy Fleetwood leads at the end of Round 2,0.0100,0.0200,0.0200,186.00,181.00,2026-09-13T00:00:00Z,active,2026-08-25T05:02:04.290445+00:00
Kalshi,KXPGAR2LEAD,KXPGAR2LEAD-TOC26-SSCH,KXPGAR2LEAD-TOC26,Scottie Scheffler leads at the end of Round 2,0.0100,0.2000,0.0000,0.00,0.00,2026-09-13T00:00:00Z,active,2026-08-25T05:02:04.290447+00:00
Kalshi,KXPGAR2LEAD,KXPGAR2LEAD-TOC26-SBUR,KXPGAR2LEAD-TOC26,Sam Burns leads at the end of Round 2,0.0300,0.0400,0.0400,38.00,38.00,2026-09-13T00:00:00Z,active,2026-08-25T05:02:04.290449+00:00
Kalshi,KXPGAR2LEAD,KXPGAR2LEAD-TOC26-RMCI,KXPGAR2LEAD-TOC26,Rory McIlroy leads at the end of Round 2,0.0600,0.0900,0.0000,0.00,0.00,2026-09-13T00:00:00Z,active,2026-08-25T05:02:04.290451+00:00
Kalshi,KXPGAR2LEAD,KXPGAR2LEAD-TOC26-RMAC,KXPGAR2LEAD-TOC26,Robert MacIntyre leads at the end of Round 2,0.0000,0.0200,0.0000,0.00,0.00,2026-09-13T00:00:00Z,active,2026-08-25T05:02:04.290453+00:00
Kalshi,KXPGAR2LEAD,KXPGAR2LEAD-TOC26-RHEN,KXPGAR2LEAD-TOC26,Russell Henley leads at the end of Round 2,0.0000,0.0200,0.0200,96.00,96.00,2026-09-13T00:00:00Z,active,2026-08-25T05:02:04.290456+00:00
Kalshi,KXPGAR2LEAD,KXPGAR2LEAD-TOC26-RGER,KXPGAR2LEAD-TOC26,Ryan Gerard leads at the end of Round 2,0.0000,0.0200,0.0000,0.00,0.00,2026-09-13T00:00:00Z,active,2026-08-25T05:02:04.290458+00:00
Kalshi,KXPGAR2LEAD,KXPGAR2LEAD-TOC26-RFOX,KXPGAR2LEAD-TOC26,Ryan Fox leads at the end of Round 2,0.0000,0.0200,0.0000,0.00,0.00,2026-09-13T00:00:00Z,active,2026-08-25T05:02:04.290459+00:00
Kalshi,KXPGAR2LEAD,KXPGAR2LEAD-TOC26-PCAN,KXPGAR2LEAD-TOC26,Patrick Cantlay leads at the end of Round 2,0.0200,0.0500,0.0700,125.00,125.00,2026-09-13T00:00:00Z,active,2026-08-25T05:02:04.290465+00:00
Kalshi,KXPGAR2LEAD,KXPGAR2LEAD-TOC26-MLEE,KXPGAR2LEAD-TOC26,Min Woo Lee leads at the end of Round 2,0.0000,0.0200,0.0200,50.00,50.00,2026-09-13T00:00:00Z,active,2026-08-25T05:02:04.290467+00:00
Kalshi,KXPGAR2LEAD,KXPGAR2LEAD-TOC26-MFIT,KXPGAR2LEAD-TOC26,Matt Fitzpatrick leads at the end of Round 2,0.0200,0.0400,0.0400,47.00,47.00,2026-09-13T00:00:00Z,active,2026-08-25T05:02:04.290469+00:00
Kalshi,KXPGAR2LEAD,KXPGAR2LEAD-TOC26-LABE,KXPGAR2LEAD-TOC26,Ludvig Aberg leads at the end of Round 2,0.0300,0.0500,0.0600,27.00,27.00,2026-09-13T00:00:00Z,active,2026-08-25T05:02:04.290471+00:00
Kalshi,KXPGAR2LEAD,KXPGAR2LEAD-TOC26-KREI,KXPGAR2LEAD-TOC26,Kristoffer Reitan leads at the end of Round 2,0.0000,0.0300,0.0000,0.00,0.00,2026-09-13T00:00:00Z,active,2026-08-25T05:02:04.290472+00:00
Kalshi,KXPGAR2LEAD,KXPGAR2LEAD-TOC26-JSPA,KXPGAR2LEAD-TOC26,J.J. Spaun leads at the end of Round 2,0.0000,0.0200,0.0200,64.00,64.00,2026-09-13T00:00:00Z,active,2026-08-25T05:02:04.290474+00:00
Kalshi,KXPGAR2LEAD,KXPGAR2LEAD-TOC26-JROS,KXPGAR2LEAD-TOC26,Justin Rose leads at the end of Round 2,0.0000,0.0200,0.0400,150.00,150.00,2026-09-13T00:00:00Z,active,2026-08-25T05:02:04.290476+00:00
Kalshi,KXPGAR2LEAD,KXPGAR2LEAD-TOC26-JBRI,KXPGAR2LEAD-TOC26,Jacob Bridgeman leads at the end of Round 2,0.0100,0.0300,0.0700,7.80,7.80,2026-09-13T00:00:00Z,active,2026-08-25T05:02:04.290478+00:00
Kalshi,KXPGAR2LEAD,KXPGAR2LEAD-TOC26-HMAT,KXPGAR2LEAD-TOC26,Hideki Matsuyama leads at the end of Round 2,0.0000,0.0200,0.0000,0.00,0.00,2026-09-13T00:00:00Z,active,2026-08-25T05:02:04.290480+00:00
Kalshi,KXPGAR2LEAD,KXPGAR2LEAD-TOC26-GWOO,KXPGAR2LEAD-TOC26,Gary Woodland leads at the end of Round 2,0.0000,0.0200,0.0200,96.00,96.00,2026-09-13T00:00:00Z,active,2026-08-25T05:02:04.290482+00:00
Kalshi,KXPGAR2LEAD,KXPGAR2LEAD-TOC26-CMOR,KXPGAR2LEAD-TOC26,Collin Morikawa leads at the end of Round 2,0.0200,0.0300,0.0500,2.00,2.00,2026-09-13T00:00:00Z,active,2026-08-25T05:02:04.290485+00:00
Kalshi,KXPGAR2LEAD,KXPGAR2LEAD-TOC26-CGOT,KXPGAR2LEAD-TOC26,Chris Gotterup leads at the end of Round 2,0.0200,0.0300,0.0500,150.00,150.00,2026-09-13T00:00:00Z,active,2026-08-25T05:02:04.290487+00:00
