source,id,player_id,stat_type,line,over_odds,under_odds,sport_id,scraped_at
Underdog,bc6e8edb-0b54-48e9-b1e6-f37674fc1c0f,,,,,,,2026-09-03T19:59:05.656380+00:00
Underdog,a9ad6cf5-4205-466c-af84-49495218b6b5,,,,,,,2026-09-03T19:59:05.656382+00:00
Underdog,6ebd561c-1683-407a-ad40-d29ba2f3cb73,,,,,,,2026-09-03T19:59:05.656384+00:00
Underdog,5f9cd20c-8d93-4b1b-96f7-27328ebd740f,,,,,,,2026-09-03T19:59:05.656386+00:00
Underdog,0f0d7000-2f3e-4b5d-8135-cab37315f912,,,,,,,2026-09-03T19:59:05.656387+00:00
Underdog,eb6c8fdf-62e0-4782-aaa6-589fe91dcac2,,,,,,,2026-09-03T19:59:05.656389+00:00
Underdog,fc5d9155-84d3-47cd-b607-c2530e54caa1,,,,,,,2026-09-03T19:59:05.656391+00:00
Underdog,a43d67f9-f4bb-4007-8514-92eb6c937ecd,,,,,,,2026-09-03T19:59:05.656392+00:00
Underdog,767559b6-95d3-4ad5-a39e-15d6145eccfb,,,,,,,2026-09-03T19:59:05.656394+00:00
Underdog,863d9e3b-79eb-4708-96cd-dcc2fcddf1b4,,,,,,,2026-09-03T19:59:05.656397+00:00
Underdog,3b37efbc-f452-4526-beb9-e7c7192e7916,,,,,,,2026-09-03T19:59:05.656398+00:00
Underdog,0a2003f6-82be-4862-9030-7ce91673000c,,,,,,,2026-09-03T19:59:05.656400+00:00
Underdog,0b72f6cd-65de-4853-88ad-348a23972579,,,,,,,2026-09-03T19:59:05.656402+00:00
Underdog,86c45171-5b9e-48b1-861d-898ccc63ecd0,,,,,,,2026-09-03T19:59:05.656403+00:00
Underdog,d7fc7147-e427-428f-87e9-e6539343559d,,,,,,,2026-09-03T19:59:05.656405+00:00
Underdog,9cce6428-c956-45e3-98c5-6e90456df097,,,,,,,2026-09-03T19:59:05.656407+00:00
Underdog,bbe3df6d-7660-4063-9482-7a3b239b9550,,,,,,,2026-09-03T19:59:05.656408+00:00
Underdog,0b2cf5fe-370c-42a5-bb52-d2867f0b8496,,,,,,,2026-09-03T19:59:05.656410+00:00
Underdog,d2e41d4f-25cc-4358-baae-f5e9676ac9e0,,,,,,,2026-09-03T19:59:05.656412+00:00
Underdog,ea4750ee-9bc9-4539-ba25-140a380d2653,,,,,,,2026-09-03T19:59:05.656413+00:00
Underdog,04767e6d-6bb0-4ec3-852d-a97e145ed3a9,,,,,,,2026-09-03T19:59:05.656415+00:00
Underdog,1dffbc8d-6d5d-4671-89e0-fdb606c36982,,,,,,,2026-09-03T19:59:05.656416+00:00
Underdog,dcccca25-ccbc-4bfe-ad9a-68f860685db7,,,,,,,2026-09-03T19:59:05.656418+00:00
Underdog,c4ebfe08-0208-4980-b48e-b13ffb2b4757,,,,,,,2026-09-03T19:59:05.656420+00:00
Underdog,8fcffda8-a723-4042-8e60-8ed1a2c41b39,,,,,,,2026-09-03T19:59:05.656421+00:00
Underdog,6df04437-d474-4363-8804-5bcfe1790811,,,,,,,2026-09-03T19:59:05.656423+00:00
Underdog,0f3afd93-2586-4409-8be1-538b4e8b791a,,,,,,,2026-09-03T19:59:05.656425+00:00
Underdog,f4838579-00fe-4d41-b1b3-872ca7cc232c,,,,,,,2026-09-03T19:59:05.656426+00:00
Underdog,b3abe5e6-f0c5-4553-8003-d5949a37e12e,,,,,,,2026-09-03T19:59:05.656428+00:00
Underdog,e9b9a1aa-1303-4ae7-b4ff-cbb755792cd0,,,,,,,2026-09-03T19:59:05.656431+00:00
Underdog,44e6abab-886d-47d5-988c-f6cbd4b389f0,,,,,,,2026-09-03T19:59:05.656432+00:00
Underdog,fb74e8b3-4317-4391-bfb0-ce53dbba27dd,,,,,,,2026-09-03T19:59:05.656435+00:00
Underdog,a33dd395-0b6f-49d9-b6b2-8b39e4c3d503,,,,,,,2026-09-03T19:59:05.656437+00:00
Underdog,53233f7e-905f-4b7d-94a8-a42f29207fce,,,,,,,2026-09-03T19:59:05.656439+00:00
Underdog,fa8ef691-1b17-48c1-82ae-847a12e43326,,,,,,,2026-09-03T19:59:05.656440+00:00
Underdog,a2e9bb8e-dd89-4cce-aa20-9732d9f267c5,,,,,,,2026-09-03T19:59:05.656442+00:00
Underdog,999e495b-e23e-48d2-84a9-aca1298e2859,,,,,,,2026-09-03T19:59:05.656444+00:00
Underdog,2bed696c-3c50-46fd-ac43-fedd97193032,,,,,,,2026-09-03T19:59:05.656445+00:00
Underdog,803e2ca4-b996-47c7-bdfd-a1fc802235a2,,,,,,,2026-09-03T19:59:05.656447+00:00
Underdog,eeadce99-bf29-4658-80de-a493d39e931c,,,,,,,2026-09-03T19:59:05.656449+00:00
Underdog,6ac8cea9-f924-4341-b100-5300c0329692,,,,,,,2026-09-03T19:59:05.656451+00:00
Underdog,70d1bca6-2642-4a37-903a-46b236bd2a5a,,,,,,,2026-09-03T19:59:05.656452+00:00
Underdog,ad862c2b-d112-40a7-ac0c-e97bb5b228d9,,,,,,,2026-09-03T19:59:05.656454+00:00
Underdog,54b0e307-1086-4852-8df8-ff495a06bc01,,,,,,,2026-09-03T19:59:05.656455+00:00
Underdog,b9f2aed2-8642-4d68-abcf-5427a31c9d71,,,,,,,2026-09-03T19:59:05.656457+00:00
Underdog,f35d631d-760c-43c9-8ef8-16afb783fd66,,,,,,,2026-09-03T19:59:05.656459+00:00
Underdog,e1ecf41f-b1b7-4fe5-a8c5-6ca2f55c8960,,,,,,,2026-09-03T19:59:05.656460+00:00
Underdog,3acca5a6-8c9c-489f-bac6-72a494d91918,,,,,,,2026-09-03T19:59:05.656462+00:00
Underdog,e4efbc61-791c-4508-a4eb-f06331bbaabc,,,,,,,2026-09-03T19:59:05.656465+00:00
Underdog,e145e954-207e-4e3a-90bb-4cc8ce1c8b1e,,,,,,,2026-09-03T19:59:05.656466+00:00
Underdog,0bbe1171-c7b2-4d77-83fd-18b627f3ffd3,,,,,,,2026-09-03T19:59:05.656469+00:00
Underdog,8c5134df-9770-4970-a1a3-201e1d4f5159,,,,,,,2026-09-03T19:59:05.656471+00:00
Underdog,879c9b8f-987b-414a-932a-03c3416fa370,,,,,,,2026-09-03T19:59:05.656473+00:00
Underdog,cab8c869-78b2-4892-8f5f-a52a999171b2,,,,,,,2026-09-03T19:59:05.656474+00:00
Underdog,526e6c71-6af6-49dc-bdd0-4def09a702d0,,,,,,,2026-09-03T19:59:05.656476+00:00
Underdog,54511106-6211-4a42-a055-df47e3524489,,,,,,,2026-09-03T19:59:05.656478+00:00
Underdog,d04ac5ad-4269-4ce4-9d6e-3ad4671a2cce,,,,,,,2026-09-03T19:59:05.656480+00:00
Underdog,ae045c9d-c575-4fc8-bb3f-385d568d0aa8,,,,,,,2026-09-03T19:59:05.656482+00:00
Underdog,d0aba49b-7667-47c7-a183-ffa053c4a7aa,,,,,,,2026-09-03T19:59:05.656484+00:00
Underdog,6d7e06a2-e24e-4d38-bce3-fbbe23547dd9,,,,,,,2026-09-03T19:59:05.656485+00:00
Underdog,dea77df0-6ce9-4669-8943-84dceaf1b7ba,,,,,,,2026-09-03T19:59:05.656487+00:00
Underdog,e8513ca3-167c-48f6-94b7-c85a457c2d44,,,,,,,2026-09-03T19:59:05.656489+00:00
Underdog,0822bcce-c583-4a00-be9c-bf74bb54e068,,,,,,,2026-09-03T19:59:05.656490+00:00
Underdog,fe81d8cc-ec34-4447-8787-3b340392a4ad,,,,,,,2026-09-03T19:59:05.656493+00:00
Underdog,02889563-0727-4f3f-913e-305fe151012e,,,,,,,2026-09-03T19:59:05.656495+00:00
Underdog,9595f4b5-76ef-4266-9a29-177abd0873c8,,,,,,,2026-09-03T19:59:05.656496+00:00
Underdog,5e03e2e4-5bf5-42e8-9447-8993da0df627,,,,,,,2026-09-03T19:59:05.656498+00:00
Underdog,cca68824-9c1b-420e-8e57-f1caadb6619a,,,,,,,2026-09-03T19:59:05.656500+00:00
Underdog,6ca1b580-2b00-4948-a0af-3c9d89efd052,,,,,,,2026-09-03T19:59:05.656503+00:00
Underdog,f46e2a83-a694-45ef-b735-bd64de7f651e,,,,,,,2026-09-03T19:59:05.656505+00:00
Underdog,00d67f27-0358-4882-af81-5e2869e13e66,,,,,,,2026-09-03T19:59:05.656506+00:00
Underdog,bb903448-2de3-4b51-a547-009956407a65,,,,,,,2026-09-03T19:59:05.656508+00:00
Underdog,c48fbeaf-7a7d-4ac3-b420-ee48ccf17236,,,,,,,2026-09-03T19:59:05.656510+00:00
Underdog,19c42f90-8d0f-42ec-8237-a4e4161e360c,,,,,,,2026-09-03T19:59:05.656511+00:00
Underdog,3ed47a54-76f8-463a-823a-f2d9986a389c,,,,,,,2026-09-03T19:59:05.656513+00:00
Underdog,b8631d8f-9959-420d-b380-a8b484870a91,,,,,,,2026-09-03T19:59:05.656515+00:00
Underdog,0ea1b15e-a3c3-4bc5-933e-383914e8247d,,,,,,,2026-09-03T19:59:05.656516+00:00
Underdog,c1b2bf8c-5eb3-4793-bb7a-05b5b0046c60,,,,,,,2026-09-03T19:59:05.656518+00:00
Underdog,2eb4b8e4-8865-4bf5-a7a6-5eb3a59a1a80,,,,,,,2026-09-03T19:59:05.656520+00:00
Underdog,ab8b6c70-c5a6-4ca0-8cc4-7fe3e8ec8882,,,,,,,2026-09-03T19:59:05.656521+00:00
Underdog,5eafb677-57c5-4a96-92b7-31305aef2f49,,,,,,,2026-09-03T19:59:05.656523+00:00
Underdog,86bd8a83-7c0b-4597-9d67-9782bfe46573,,,,,,,2026-09-03T19:59:05.656525+00:00
Underdog,40b594c9-bc7a-4022-87c8-193da9774475,,,,,,,2026-09-03T19:59:05.656527+00:00
Underdog,117601d5-5791-401b-ac06-8df391813306,,,,,,,2026-09-03T19:59:05.656528+00:00
